quote,author,theme/tag,source,position,region,decade,gender
"A detective in love with a breathtakingly beautiful stripper, who also is a major criminal: “Among her coterie of supplicants was Joe Fucci, a senior detective on the Laughlin force. Joe regarded himself as handsome, and he was. If he went without shaving for three days, a John Deere was required to cut through the growth. No electric razor created by man stood a chance in that tangle of growth.",John M. Vermillion,leadership,Goodreads – leadership,Writer,North America,2010s,male
"No matter how tiny you look, you can lead huge men if you have what the huge men don't have.",Michael Bassey Johnson,leadership,Goodreads – leadership,Author,Africa,2010s,male
"How was your day? If your answer was ""fine,"" then I don't think you were leading.",Seth Godin,leadership,Goodreads – leadership,Author,North America,2000s,male
Leaders always choose the harder right rather than the easier wrong.,Orrin Woodward,leadership,Goodreads – leadership,Speaker,North America,2010s,male
"I want to see a world in which entrepreneurs give time to their visions to reality so that they have more money, more family time, and more support, a world in which they can stop working so hard and start living!",Curtis L. Jenkins,leadership,Goodreads – leadership,Consultant,North America,2020s,male
Leadership is the art of giving people a platform for spreading ideas that work.,Seth Godin,leadership,Goodreads – leadership,Author,North America,2000s,male
"Fortunately, God made all varieties of people with a wide variety of interests and abilities. He has called people of every race and color who have been hurt by life in every manner imaginable. Even the scars of past abuse and injury can be the means of bringing healing to another. What wonderful opportunities to make disciples!",Swindoll Charles R.,leadership,Goodreads – leadership,Unknown,Unknown,Unknown,Unknown
"The power to lead is the power to mislead, and the power to mislead is the power to destroy.",Thomas S. Monson,leadership,Goodreads – leadership,Religious Leader,North America,2000s,male
"You must be willing to give up what you are, to become what you want to be.",Orrin Woodward,leadership,Goodreads – leadership,Speaker,North America,2010s,male
You can only lead from the front.,Graeme Rodaughan,leadership,Goodreads – leadership,Author,Oceania,2020s,male
"A person who is truly cool is a work of art. And remember, original works of art cost exponentially higher than imitations. Just take a look at the the coolest people in history. They will always be a part of history for being extremely original individuals, not imitations.",Suzy Kassem,leadership,Goodreads – leadership,Author,North America,2010s,female
You don't necessarily need atomic bombs to destroy a nation. Politicians who value their pockets than the life of citizens always do that every day.,Israelmore Ayivor,leadership,Goodreads – leadership,Author,Africa,2010s,male
"It seems to me after a fellow has been mutinied against three or four times, there is something to it besides bad luck.",Naomi Novik,leadership,Goodreads – leadership,Unknown,Unknown,Unknown,Unknown
"If you spend your life trying to be good at everything, you will never be great at anything.",Tom Rath,leadership,Goodreads – leadership,Unknown,Unknown,Unknown,Unknown
"The key to every man is his thought. Sturdy and defying though he look, he has a helm which he obeys, which is the idea after which all his facts are classified. He can only be reformed by showing him a new idea which commands his own.",Ralph Waldo Emerson,leadership,Goodreads – leadership,Philosopher,North America,1850s,male
"There is a world of difference between a leadership that is based on love and respect, and one that is based on fear.",Mohammed bin Rashid Al Maktoum,leadership,Goodreads – leadership,Unknown,Unknown,Unknown,Unknown
"A true and safe leader is likely to be one who has no desire to lead, but is forced into a position of leadership by the inward pressure of the Holy Spirit and the press of the external situation. Such were Moses and David and the Old Testament prophets. I think there was hardly a great leader from Paul to the present day but that was drafted by the Holy Spirit for the task, and commissioned by the Lord of the Church to fill a position he had little heart for. I believe it might be accepted as a fairly reliable rule of thumb that the man who is ambitious to lead is disqualified as a leader. The true leader will have no desire to lord it over God's heritage, but will be humble, gentle, self-sacrificing, and altogether as ready to follow as to lead, when the Spirit makes it clear that a wiser and more gifted man than himself has appeared.",A.W. Tozer,leadership,Goodreads – leadership,Unknown,Unknown,Unknown,Unknown
"I don’t have an impressive life master plan. I often don’t know where I’m going fifteen minutes from now. I just try to understand right from wrong, and to follow what my mother, pastors, and coaches taught me.",John M. Vermillion,leadership,Goodreads – leadership,Writer,North America,2010s,male
"With the support of a flesh-and-blood weapon named Major, a wondrous Belgian Mal named Keto, and a retired Judge named Shandy, Pack ripped apart the scandalous enterprise. That episode had culminated in the modern equivalent of the Gunfight at the OK Corral.",John M. Vermillion,leadership,Goodreads – leadership,Writer,North America,2010s,male
"All the managers I interviewed had the same sense of identity and self-assurance. None of them were arrogant. Instead, they were clear about who they were and what needed accomplishing. They used that sense of self to engage their team and learn each team member’s strengths and contributions. Their courage and confidence were infectious to their team and to anyone who crossed their paths.",Raymond Wheeler,leadership,Goodreads – leadership,Author,North America,2010s,male
"When you give an assignment, don’t take it back!",Raymond Wheeler,leadership,Goodreads – leadership,Author,North America,2010s,male
"Always remember, Son, the best boss is the one who bosses the least. Whether it's cattle, or horses, or men; the least government is the best government.",Ralph Moody,leadership,Goodreads – leadership,Unknown,Unknown,Unknown,Unknown
Real leadership is being the person others will gladly and confidently follow.,John C. Maxwell,leadership,Goodreads – leadership,Leadership Coach,North America,2000s,male
"In a battle between  two ideas, the best one doesn't necessarily win. No, the idea that wins is the one with the most fearless heretic behind it.",Seth Godin,leadership,Goodreads – leadership,Author,North America,2000s,male
"Why did Africa let Europe cart away millions of Africa's souls from the continent to the four corners of the wind? How could Europe lord it over a continent ten times its size? Why does needy Africa continue to let its wealth meet the needs of those outside its borders and then follow behind with hands outstretched for a loan of the very wealth it let go? How did we arrive at this, that the best leader is the one that knows how to beg for a share of what he has already given away at the price of a broken tool? Where is the future of Africa?",Ngũgĩ wa Thiong'o,leadership,Goodreads – leadership,Unknown,Unknown,Unknown,Unknown
